source_hgnc	interaction_directed_signed	target_hgnc	source_uniprot	target_uniprot	source_hgnc_status	target_hgnc_status
HDAC2	1	CCND1	Q92769	P24385	1	1
WNT5A	1	ROR1	P41221	Q01973	1	1
CSNK2A1	1	EIF2S2	P68400	P20042	1	1
CSNK2A1	1	EIF2S2	P68400	P20042	1	1
SHH	1	AKT1	Q15465	P31749	1	1
NDRG1	1	RAB4A	Q92597	P20338	1	1
SH3GLB1	1	BAK1	Q9Y371	Q16611	1	1
GSK1059615	-1	MTOR	CID:23582824	P42345	0	1
SOX2	1	EGFR	P48431	P00533	1	1
SH3GLB1	1	BAX	Q9Y371	Q07812	1	1
PPP2R1A	1	SGO1	P30153	Q5FBB7	1	1
MAPK1	1	ESR1	P28482	P03372	1	1
BUB1	1	PLK1	O43683	P53350	1	1
E2F1	1	HDAC1	Q01094	Q13547	1	1
CDC7	1	MCM2	O00311	P49736	1	1
CDC7	1	MCM2	O00311	P49736	1	1
CDK1	1	BUB1	P06493	O43683	1	1
MAPK1	1	ESR1	P28482	P03372	1	1
MAPK3	1	ESR1	P27361	P03372	1	1
MAPK3	1	ESR1	P27361	P03372	1	1
PAK1	1	PLK1	Q13153	P53350	1	1
MAPK3	1	ARHGEF2	P27361	Q92974	1	1
PRKAA1	1	NOS3	Q13131	P29474	1	1
PRKCZ	1	STK11	Q05513	Q15831	1	1
MAPK1	1	ESR1	P28482	P03372	1	1
ATM	1	SMAD1	Q13315	Q15797	1	1
PRKAA2	form complex	AMPK	P54646	SIGNOR-C15	1	0
AURKA	-1	AR	O14965	P10275	1	1
MAPK1	1	HIF1A	P28482	Q16665	1	1
MAPK1	1	HIF1A	P28482	Q16665	1	1
MAPK3	1	HIF1A	P27361	Q16665	1	1
MAPK3	1	HIF1A	P27361	Q16665	1	1
CDK7	-1	AR	P50613	P10275	1	1
BMP7	1	UCP1	P18075	P25874	1	1
IL17A	-1	KLF15	Q16552	Q9UIH9	1	1
SGK1	1	NDRG1	O00141	Q92597	1	1
SGK1	1	NDRG1	O00141	Q92597	1	1
Flavopiridol	-1	CDK7	CID:5287969	P50613	0	1
TPR	1	MAD1L1	P12270	Q9Y6D9	1	1
U-0126	-1	MEK1/2	CID:3006531	SIGNOR-PF25	0	0
WDR83	1	MEK1/2	Q9BRX9	SIGNOR-PF25	1	0
EP300	form complex	P300/PCAF	Q09472	SIGNOR-C7	1	0
SRC	-1	KCNJ1	P12931	P48048	1	1
AMPK	1	FOXO3	SIGNOR-C15	O43524	0	1
MEK1/2	-1	TAL1	SIGNOR-PF25	P17542	0	1
MEK1/2	1	PPARG	SIGNOR-PF25	P37231	0	1
IL1R1	1	MAPK8	P14778	P45983	1	1
ALK	1	SHC1	Q9UM73	P29353	1	1
MAX	1	MXD4	P61244	Q14582	1	1
CCNE2	form complex	CyclinE/CDK2	O96020	SIGNOR-C16	1	0
STAT3	form complex	SP1/STAT3	P40763	SIGNOR-C74	1	0
PRKCD	1	DBI	Q05655	P07108	1	1
PRKCA	1	SNAP25	P17252	P60880	1	1
CDK5	1	CRMP1	Q00535	Q14194	1	1
MAX	1	MGA	P61244	Q8IWI9	1	1
ID2	-1	MYOD1	Q02363	P15172	1	1
RBPJ	1	MAML3	Q06330	Q96JK9	1	1
calcium ion	1	PPP3CA	CID:271	Q08209	0	1
PPP3CA	1	NFATC2	Q08209	Q13469	1	1
CBLB	1	NCK1	Q13191	P16333	1	1
ACVR1	form complex	ACVR1/BMPR2	Q04771	SIGNOR-C30	1	0
RPS6KA5	1	H3F3A	O75582	P84243	1	1
PRKCA	-1	TNNI3	P17252	P19429	1	1
NF1	1	ADCY4	P21359	Q8NFM4	1	1
PPP3CA	1	NFATC3	Q08209	Q12968	1	1
LMX1B	form complex	LMX1B/SFPQ/PSPC1 complex	O60663	SIGNOR-C106	1	0
SKP1	form complex	SCF-betaTRCP	P63208	SIGNOR-C5	1	0
PRKCA	-1	TNNI3	P17252	P19429	1	1
SMURF2	form complex	SMAD2/SMURF2	Q9HAU4	SIGNOR-C11	1	0
MAPKAPK2	unknown	RTN4	P49137	Q9NQC3	1	1
CDK1	unknown	TSC1	P06493	Q92574	1	1
CDK1	unknown	TSC1	P06493	Q92574	1	1
IKK-complex	unknown	IKBKG	SIGNOR-C14	Q9Y6K9	0	1
PRKCB	-1	TNNI3	P05771	P19429	1	1
AATK	1	CDK5R1	Q6ZMQ8	Q15078	1	1
GSK3B	1	HIST1H1B	P49841	P16401	1	1
EP300	form complex	CBP/p300	Q09472	SIGNOR-C6	1	0
PRKCA	-1	PTPN12	P17252	Q05209	1	1
PRKCA	-1	PTPN12	P17252	Q05209	1	1
CSNK2A1	1	TNFAIP1	P68400	Q13829	1	1
SGK1	1	NDRG1	O00141	Q92597	1	1
PKMYT1	-1	CDK1	Q99640	P06493	1	1
BAG4	-1	TNFRSF1A	O95429	P19438	1	1
Sunitinib malate	-1	PDGFRB	CID:6456015	P09619	0	1
TPR	1	MAD2L1	P12270	Q13257	1	1
SUZ12	form complex	SUZ12/EED	Q15022	SIGNOR-C76	1	0
CDK5/CDK5R1	-1	MAP2K1	SIGNOR-C144	Q02750	0	1
CDK5	unknown	APP	Q00535	P05067	1	1
PTPN2	-1	STAT3	P17706	P40763	1	1
PTPN2	-1	STAT1	P17706	P42224	1	1
CDK1	-1	MAP4	P06493	P27816	1	1
CDK1	-1	MAP4	P06493	P27816	1	1
PTK2	-1	ACTN1	Q05397	P12814	1	1
PHA-767491	-1	CDK7	CID:11715767	P50613	0	1
CCNK	form complex	CDK13/CCNK	O75909	SIGNOR-C38	1	0
CDK1	-1	PLEC	P06493	Q15149	1	1
PKMYT1	-1	CDK1	Q99640	P06493	1	1
CSNK2A1	-1	AMPH	P68400	P49418	1	1
CDK2	-1	TK1	P24941	P04183	1	1
CDK1	-1	TK1	P06493	P04183	1	1
CSNK2A1	-1	AMPH	P68400	P49418	1	1
MAPK3	1	mTORC1	P27361	SIGNOR-C3	1	0
MTOR	1	SGK1	P42345	O00141	1	1
OXSR1	1	SLC12A3	O95747	P55017	1	1
GRK3	-1	OPRM1	P35626	P35372	1	1
RPS6KA1	-1	STK11	Q15418	Q15831	1	1
CDK3	1	ATF1	Q00526	P18846	1	1
WNK1	1	STK39	Q9H4A3	Q9UEW8	1	1
14-3-3	-1	MAP3K5	SIGNOR-PF7	Q99683	0	1
PPP3CC	1	NFATC1	P48454	O95644	1	1
PALB2	1	POLH	Q86YC2	Q9Y253	1	1
CDK5	1	AGAP2	Q00535	Q99490	1	1
PRKCA	-1	MARCKS	P17252	P29966	1	1
SB 203580	-1	MAPK14	CID:176155	Q16539	0	1
SB 203580	-1	MAPK14	CID:176155	Q16539	0	1
PPARG	1	CEBPA	P37231	P49715	1	1
PRKACA	-1	PLCB3	P17612	Q01970	1	1
DYRK1B	-1	CCND1	Q9Y463	P24385	1	1
WEE1	-1	CDK2	P30291	P24941	1	1
SB 203580	-1	MAPK14	CID:176155	Q16539	0	1
ACVR1	1	SMAD5	Q04771	Q99717	1	1
PLK1	-1	WEE1	P53350	P30291	1	1
CDK6/CCND1	1	NDEL1	SIGNOR-C143	Q9GZM8	0	1
MAPK8	-1	IRS1	P45983	P35568	1	1
MAPK3	-1	STK11	P27361	Q15831	1	1
PTPN2	-1	FKBP4	P17706	Q02790	1	1
Starvation	1	AMPK	SIGNOR-ST4	SIGNOR-C15	0	0
SRGAP3	-1	RAC2	O43295	P15153	1	1
SRGAP3	-1	RAC3	O43295	P60763	1	1
MAPK8	-1	IRS1	P45983	P35568	1	1
CSNK2A1	-1	TP53	P68400	P04637	1	1
FGFR1	1	FGFR1	P11362	P11362	1	1
FGFR1	1	FGFR1	P11362	P11362	1	1
SB 203580	-1	MAPK14	CID:176155	Q16539	0	1
GRK2	-1	MC4R	P25098	P32245	1	1
FGFR1	1	FGFR1	P11362	P11362	1	1
YES1	-1	CDK4	P07947	P11802	1	1
CSK	-1	LYN	P41240	P07948	1	1
SEPT9	-1	ARHGEF18	Q9UHD8	Q6ZSZ5	1	1
HTRA2	-1	PEA15	O43464	Q15121	1	1
Sunitinib malate	-1	PDGFRB	CID:6456015	P09619	0	1
14-3-3	-1	BCL2L11	SIGNOR-PF7	O43521	0	1
PRKCA	1	KCNMA1	P17252	Q12791	1	1
MAPK8	-1	AIMP1	P45983	Q12904	1	1
ATM	1	FBXO31	Q13315	Q5XUX0	1	1
BTK	1	GTF2I	Q06187	P78347	1	1
RIPK1	1	IKK-complex	Q13546	SIGNOR-C14	1	0
TRADD	1	RIPK1	Q15628	Q13546	1	1
CD40LG	-1	PTPN7	P29965	P35236	1	1
PRKACA	-1	PTPN7	P17612	P35236	1	1
PTPN7	-1	MAPK14	P35236	Q16539	1	1
CD27	-1	BIK	P26842	Q13323	1	1
CAMKK1	1	PRKAA1	Q8N5S9	Q13131	1	1
CAMKK2	1	PRKAA1	Q96RR4	Q13131	1	1
CSNK2A1	1	CFTR	P68400	P13569	1	1
CD79A	-1	BCL2L1	P11912	Q07817	1	1
ULK1/Atg13/Fip200	1	Autophagy	SIGNOR-C100	SIGNOR-PH31	0	0
AMPK	1	ULK1/Atg13/Fip200	SIGNOR-C15	SIGNOR-C100	0	0
TICAM1	1	RIPK1	Q8IUC6	Q13546	1	1
NfKb-p65/p50	1	Proliferation	SIGNOR-C13	SIGNOR-PH4	0	0
RIPK3	1	GLUD1	Q9Y572	P00367	1	1
ULK1/Atg13/Fip200	-1	AMPK	SIGNOR-C100	SIGNOR-C15	0	0
AMPK	1	PPARGC1A	SIGNOR-C15	Q9UBK2	0	1
FGFR1	1	FGFR1	P11362	P11362	1	1
AMPK	1	PPARGC1A	SIGNOR-C15	Q9UBK2	0	1
mTORC1	-1	Autophagy	SIGNOR-C3	SIGNOR-PH31	0	0
PARD6A	form complex	PARD6/SMURF1	Q9NPB6	SIGNOR-C112	1	0
SMURF1	form complex	PARD6/SMURF1	Q9HCE7	SIGNOR-C112	1	0
AMPK	1	glycolysis	SIGNOR-C15	SIGNOR-PH34	0	0
AMPK	1	SIRT1	SIGNOR-C15	Q96EB6	0	1
PRDM1	-1	CIITA	O75626	P33076	1	1
PRDM1	-1	MYC	O75626	P01106	1	1
SMARCA4	1	TERT	P51532	O14746	1	1
PRKCD	1	MYBPC3	Q05655	Q14896	1	1
MAPK3	unknown	SPIB	P27361	Q01892	1	1
PDPK1	1	AKT3	O15530	Q9Y243	1	1
PRKCD	1	MYBPC3	Q05655	Q14896	1	1
PRKCD	1	MYBPC3	Q05655	Q14896	1	1
BAMBI	1	DVL2	Q13145	O14641	1	1
BAMBI	1	FZD5	Q13145	Q13467	1	1
YAP1	1	CTNNB1	P46937	P35222	1	1
PBRM1	1	CRABP2	Q86U86	P29373	1	1
AICA-Ribotide	1	PRKAA2	CID:16760280	P54646	0	1
KRAS	1	TCF3	P01116	P15923	1	1
MGCD-265	-1	FLT1	CID:24901704	P17948	0	1
PRKCI	-1	BAD	P41743	Q92934	1	1
BTK	1	BTK	Q06187	Q06187	1	1
AMPK	1	FOXO3	SIGNOR-C15	O43524	0	1
CDC7	1	MCM2	O00311	P49736	1	1
SRC	1	TNS3	P12931	Q68CZ2	1	1
PRKCI	-1	BAD	P41743	Q92934	1	1
IL4R	1	JAK3	P24394	P52333	1	1
HNF4A	1	PCK1	P41235	P35558	1	1
POU2AF1	1	POU2F2	Q16633	P09086	1	1
BTK	1	GTF2I	Q06187	P78347	1	1
SYK	1	HCLS1	P43405	P14317	1	1
PRKACA	unknown	AICDA	P17612	Q9GZX7	1	1
PRKACA	unknown	AICDA	P17612	Q9GZX7	1	1
IL21R	1	JAK1	Q9HBE5	P23458	1	1
IL21R	1	JAK3	Q9HBE5	P52333	1	1
POU2AF1	1	POU2F1	Q16633	P14859	1	1
GCG	1	GLP1R	P01275	P43220	1	1
WNT4	1	MYF5	P56705	P13349	1	1
WNT4	1	MYOD1	P56705	P15172	1	1
WNT6	1	MYF5	Q9Y6F9	P13349	1	1
WNT6	1	MYOD1	Q9Y6F9	P15172	1	1
CALM1	1	CAMKK2	P62158	Q96RR4	1	1
AMPK	1	PFKFB2	SIGNOR-C15	O60825	0	1
LYN	1	BTK	P07948	Q06187	1	1
BBC3	1	BAK1	Q9BXH1	Q16611	1	1
SMAD6	-1	BMPR1A	O43541	P36894	1	1
SYK	1	HCLS1	P43405	P14317	1	1
PRKCA	1	NCF1	P17252	P14598	1	1
PFKFB2	1	glycolysis	O60825	SIGNOR-PH34	1	0
STAT3	1	Proliferation	P40763	SIGNOR-PH4	1	0
PSENEN	1	RYK	Q9NZ42	P34925	1	1
USP9X	-1	EPS15	Q93008	P42566	1	1
CDK5	1	ATM	Q00535	Q13315	1	1
CDK2	1	MCM3	P24941	P25205	1	1
PTPN6	1	JAK3	P29350	P52333	1	1
IL1R1	1	MAPK10	P14778	P53779	1	1
FGFR1	1	FGFR1	P11362	P11362	1	1
LATS2	1	SNAI1	Q9NRM7	O95863	1	1
FGFR1	1	FGFR1	P11362	P11362	1	1
SIRT1	1	PPARGC1A	Q96EB6	Q9UBK2	1	1
AMER1	1	LRP6	Q5JTC6	O75581	1	1
Gefitinib	-1	EGFR	CID:123631	P00533	0	1
FGFR1	1	FGFR1	P11362	P11362	1	1
FGFR1	1	FGFR1	P11362	P11362	1	1
AZD8931	-1	EGFR	CID:11488320	P00533	0	1
AZD8931	-1	ERBB2	CID:11488320	P04626	0	1
AZD8931	-1	SHC3	CID:11488320	Q92529	0	1
FHIT	-1	AKT2	P49789	P31751	1	1
FHIT	-1	AKT3	P49789	Q9Y243	1	1
PRKAA1	-1	TGFB1	Q13131	P01137	1	1
SRC	1	TNS3	P12931	Q68CZ2	1	1
PRKD1	1	PRKD1	Q15139	Q15139	1	1
PRKCD	unknown	SHC1	Q05655	P29353	1	1
SRC	1	TNS3	P12931	Q68CZ2	1	1
BTK	1	PLCG2	Q06187	P16885	1	1
FGFR1	1	FGFR1	P11362	P11362	1	1
NOS1	-1	HDAC2	P29475	Q92769	1	1
RARA	1	RXRG	P10276	P48443	1	1
MAX	1	MXI1	P61244	P50539	1	1
BCL9	1	CTNNB1	O00512	P35222	1	1
BCL9	1	PYGO1	O00512	Q9Y3Y4	1	1
CD70	1	CD27	P32970	P26842	1	1
TRAF2	1	MAP3K1	Q12933	Q13233	1	1
DAPK1	1	TP53	P53355	P04637	1	1
BRSK1	-1	CDC25C	Q8TDC3	P30307	1	1
MAPKAPK5	1	DNAJB1	Q8IW41	P25685	1	1
BMP7	1	ACVR1/BMPR2	P18075	SIGNOR-C30	1	0
CTNNB1	1	NOTCH1	P35222	P46531	1	1
Quizartinib	-1	FLT3	CID:24889392	P36888	0	1
SMAD3/SMAD4	-1	NfKb-p65/p50	SIGNOR-C9	SIGNOR-C13	0	0
FOXO3	1	CDKN1B	O43524	P46527	1	1
GRK3	-1	CCR5	P35626	P51681	1	1
GRK3	-1	CCR5	P35626	P51681	1	1
IL6ST	1	IL6ST	P40189	P40189	1	1
CDK5/CDK5R1	unknown	DCX	SIGNOR-C144	O43602	0	1
DAPK3	1	TP53	O43293	P04637	1	1
CDK7	unknown	TP53	P50613	P04637	1	1
STK17A	1	TP53	Q9UEE5	P04637	1	1
TLR4	1	TIRAP	O00206	P58753	1	1
PRKCE	1	OCLN	Q02156	Q16625	1	1
PRKG1	1	FHOD1	Q13976	Q9Y613	1	1
IL6	1	IL6ST	P05231	P40189	1	1
SOCS1	-1	JAK3	O15524	P52333	1	1
TCF3	1	MYOD1	P15923	P15172	1	1
PHA-793887	-1	CDK2	CID:46191454	P24941	0	1
CD40	1	Inflammation	P25942	SIGNOR-PH12	1	0
FOXO1	1	TRIM63	Q12778	Q969Q1	1	1
TNFRSF1A	1	MAPK14	P19438	Q16539	1	1
MAP4K5	-1	GSK3B	Q9Y4K4	P49841	1	1
UHMK1	1	SF1	Q8TAS1	Q15637	1	1
PTPN6	-1	ACTG1	P29350	P63261	1	1
CSNK2A1	1	SHOX	P68400	O15266	1	1
CSNK1D	-1	MAPT	P48730	P10636	1	1
NOTCH2	-1	TCF3	Q04721	P15923	1	1
IFNB1	1	IFNAR2	P01574	P48551	1	1
PLA2G16	-1	PPP2CB	P53816	P62714	1	1
GNAT1	-1	ADCY1	P11488	Q08828	1	1
NOTCH1	-1	TCF3	P46531	P15923	1	1
ZNF521	-1	EBF1	Q96K83	Q9UH73	1	1
Sunitinib malate	-1	FLT1	CID:6456015	P17948	0	1
MAP3K10	-1	TCF3	Q02779	P15923	1	1
MAPK15	1	MAPK15	Q8TD08	Q8TD08	1	1
PRKCB	-1	IBTK	P05771	Q9P2D0	1	1
PRKCB	-1	IBTK	P05771	Q9P2D0	1	1
MAPK15	1	MAPK15	Q8TD08	Q8TD08	1	1
MAX	1	MAD1L1	P61244	Q9Y6D9	1	1
PTPRB	-1	MET	P23467	P08581	1	1
GSK3B	-1	ARNTL	P49841	O00327	1	1
MAP3K10	-1	TCF3	Q02779	P15923	1	1
MAP3K10	-1	TCF3	Q02779	P15923	1	1
AC1NUST0	1	RAC1	CID:5460104	P63000	0	1
PTPRB	-1	MAPK1	P23467	P28482	1	1
PPARG	1	FABP4	P37231	P15090	1	1
GAS6	1	MERTK	Q14393	Q12866	1	1
GSK3B	-1	ARNTL	P49841	O00327	1	1
MAP3K10	-1	TCF3	Q02779	P15923	1	1
MAP3K10	-1	TCF3	Q02779	P15923	1	1
CSNK1G1	1	LRP6	Q9HCP0	O75581	1	1
MEF2D	1	MYH1	Q14814	P12882	1	1
MEF2C	1	MYH1	Q06413	P12882	1	1
ALK	1	SHC3	Q9UM73	Q92529	1	1
TNFRSF17	1	NfKb-p65/p50	Q02223	SIGNOR-C13	1	0
POU2F1	1	MYH2	P14859	Q9UKX2	1	1
MEF2A	1	MYH2	Q02078	Q9UKX2	1	1
KIF7	1	GLI1	Q2M1P5	P08151	1	1
PRKACA	-1	RET	P17612	P07949	1	1
CAMK2B	-1	GSK3A	Q13554	P49840	1	1
SOCS1	-1	IFNG	O15524	P01579	1	1
PRKCE	1	GJA1	Q02156	P17302	1	1
PRKCE	1	GJA1	Q02156	P17302	1	1
PRKCE	1	GJA1	Q02156	P17302	1	1
PRKCE	1	GJA1	Q02156	P17302	1	1
PLAU	1	PLAUR	P00749	Q03405	1	1
MAPK8	1	ITCH	P45983	Q96J02	1	1
IL2	1	IL2RA	P60568	P01589	1	1
IL2	1	IL2RB	P60568	P14784	1	1
BDNF	1	NTRK2	P23560	Q16620	1	1
MAP3K7	1	MAP3K7	O43318	O43318	1	1
SRC	-1	CHRNA7	P12931	P36544	1	1
MAPK14	1	DDIT3	Q16539	P35638	1	1
TAB1	1	MAP3K7	Q15750	O43318	1	1
POU2F1	1	MYH1	P14859	P12882	1	1
PRKCD	1	KCNJ1	Q05655	P48048	1	1
NAIP	-1	CASP9	Q13075	P55211	1	1
CDK5	-1	NR3C1	Q00535	P04150	1	1
CDK5	-1	NR3C1	Q00535	P04150	1	1
CDK7	unknown	RARA	P50613	P10276	1	1
CDK5	-1	STXBP2	Q00535	Q15833	1	1
MAPK3	-1	NR3C1	P27361	P04150	1	1
IGF1R	1	AKT1	P08069	P31749	1	1
MEF2D	1	MYH10	Q14814	P35580	1	1
MEF2C	1	MYH10	Q06413	P35580	1	1
POU2F1	1	MYH10	P14859	P35580	1	1
PRKCA	unknown	RPL10	P17252	P27635	1	1
PRKAA2	-1	CRTC2	P54646	Q53ET0	1	1
TGFBR2	1	TGFBR2	P37173	P37173	1	1
MAP3K5	1	MAP2K4	Q99683	P45985	1	1
CHEK2	1	CHEK2	O96017	O96017	1	1
SYK	-1	MAPT	P43405	P10636	1	1
FGF2	1	FGFR2	P09038	P21802	1	1
AR	-1	CTNNB1	P10275	P35222	1	1
TRAF6	1	TRAF6	Q9Y4K3	Q9Y4K3	1	1
MK-2461	-1	MET	CID:44137946	P08581	0	1
PRKDC	-1	LIG4	P78527	P49917	1	1
CDK2	-1	SMAD3	P24941	P84022	1	1
IRAK4	1	NCF1	Q9NWZ3	P14598	1	1
PTPRF	1	LCK	P10586	P06239	1	1
BAD	-1	BCL2L2	Q92934	Q92843	1	1
IRAK4	1	NCF1	Q9NWZ3	P14598	1	1
CAMK2A	-1	GFAP	Q9UQM7	P14136	1	1
MSX1	-1	TBP	P28360	P20226	1	1
TRIM28	1	MDM2	Q13263	Q00987	1	1
MDFI	-1	MYF5	Q99750	P13349	1	1
NLK	-1	TCF4	Q9UBE8	P15884	1	1
IRAK4	1	NCF1	Q9NWZ3	P14598	1	1
MAPK14	1	MEF2C	Q16539	Q06413	1	1
AKT1	-1	METTL1	P31749	Q9UBP6	1	1
CAMK2B	-1	CTNNB1	Q13554	P35222	1	1
PPP2R5B	1	CASP3	Q15173	P42574	1	1
CSF2	1	CSF3R	P04141	Q99062	1	1
MDFI	-1	MYOD1	Q99750	P15172	1	1
WNT11	1	CHRNA1	O96014	P02708	1	1
WNT9A	1	CHRNA1	O14904	P02708	1	1
IRAK4	1	NCF1	Q9NWZ3	P14598	1	1
JAK2	1	GAB2	O60674	Q9UQC2	1	1
ERK1/2	1	ESR1	SIGNOR-PF1	P03372	0	1
MAPK3	1	NCF1	P27361	P14598	1	1
PRKDC	-1	LIG4	P78527	P49917	1	1
PRKDC	-1	LIG4	P78527	P49917	1	1
FBXW11	-1	NFKBIA	Q9UKB1	P25963	1	1
AURKB	-1	KNL1	Q96GD4	Q8NG31	1	1
IL2	1	IL2RG	P60568	P31785	1	1
PRKCD	1	HIST1H3A	Q05655	P68431	1	1
CAMK2B	-1	CTNNB1	Q13554	P35222	1	1
PRKCE	1	ATF2	Q02156	P15336	1	1
PAK1	-1	PGAM1	Q13153	P18669	1	1
CAMK2B	-1	CTNNB1	Q13554	P35222	1	1
WNT9B	1	CHRNA1	O14905	P02708	1	1
SIRT1	1	PPARGC1A	Q96EB6	Q9UBK2	1	1
CASP3	-1	GSN	P42574	P06396	1	1
RBPJ	1	PAX7	Q06330	P23759	1	1
NF1	-1	RASA1	P21359	P20936	1	1
SIRT1	1	CRTC1	Q96EB6	Q6UUV9	1	1
ATM	1	TP53	Q13315	P04637	1	1
PIM1	1	MDM2	P11309	Q00987	1	1
GSK3B	-1	NFE2L1	P49841	Q14494	1	1
UBE2I	-1	PLAG1	P63279	Q6DJT9	1	1
UBE2I	-1	PLAG1	P63279	Q6DJT9	1	1
FGF4	1	FGFR2	P08620	P21802	1	1
FGF6	1	FGFR2	P10767	P21802	1	1
YWHAQ	-1	CDC25C	P27348	P30307	1	1
GSK3A	-1	MAPT	P49840	P10636	1	1
VEPH1	1	YAP1	Q14D04	P46937	1	1
TIAM1	1	RAC1	Q13009	P63000	1	1
ATM	1	TP53	Q13315	P04637	1	1
ATM	1	TP53	Q13315	P04637	1	1
CDK9	1	SMAD1	P50750	Q15797	1	1
MAPK1	1	BMF	P28482	Q96LC9	1	1
CDK8	1	SMAD3	P49336	P84022	1	1
NfKb-p65/p50	1	TP53	SIGNOR-C13	P04637	0	1
NOTCH1	1	ERBB2	P46531	P04626	1	1
NOTCH1	1	FABP7	P46531	O15540	1	1
HNRNPA2B1	-1	CDK5R1	P22626	Q15078	1	1
BNIP3	-1	RHEB	Q12983	Q15382	1	1
LATS1	-1	VEPH1	O95835	Q14D04	1	1
LATS2	-1	VEPH1	Q9NRM7	Q14D04	1	1
VEPH1	-1	LATS1	Q14D04	O95835	1	1
CDK1	-1	TP73	P06493	O15350	1	1
MAPK1	1	FOS	P28482	P01100	1	1
VEPH1	-1	LATS2	Q14D04	Q9NRM7	1	1
MAPK12	-1	MAPT	P53778	P10636	1	1
PPP2CB	-1	MYC	P62714	P01106	1	1
CDK2	-1	TP73	P24941	O15350	1	1
ATM	1	TP53	Q13315	P04637	1	1
IKBKB	-1	TSC1	O14920	Q92574	1	1
TAOK1	1	MAP2K3	Q7L7X3	P46734	1	1
IKBKB	-1	TSC1	O14920	Q92574	1	1
TGFBR2	1	TGFBR1	P37173	P36897	1	1
CORT	1	SSTR4	O00230	P31391	1	1
MAP3K4	1	MAP2K4	Q9Y6R4	P45985	1	1
Lapatinib Ditosylate	-1	EGFR	CID:9941095	P00533	0	1
PNCK	1	EIF4G3	Q6P2M8	O43432	1	1
CSNK1A1	1	SNCA	P48729	P37840	1	1
CDK5/CDK5R1	unknown	DCX	SIGNOR-C144	O43602	0	1
SIRT1	-1	EP300	Q96EB6	Q09472	1	1
MAPK3	1	CTTN	P27361	Q14247	1	1
PTPRA	1	SRC	P18433	P12931	1	1
CSNK2A1	1	SNCA	P68400	P37840	1	1
CSNK2A1	1	SNCA	P68400	P37840	1	1
LTK	1	IRS1	P29376	P35568	1	1
LTK	1	PIK3CG	P29376	P48736	1	1
LTK	1	SHC1	P29376	P29353	1	1
EPHB2	1	RASA1	P29323	P20936	1	1
roscovitine	-1	CDK2	CID:160355	P24941	0	1
p38	1	HNF4A	SIGNOR-PF16	P41235	0	1
PRKACA	unknown	DNAJC5	P17612	Q9H3Z4	1	1
NTRK2	1	FYN	Q16620	P06241	1	1
CSNK1A1	1	LRP6	P48729	O75581	1	1
CSNK1A1	1	LRP6	P48729	O75581	1	1
GAS6	1	AXL	Q14393	P30530	1	1
NXPH1	1	NRXN3	P58417	Q9Y4C0	1	1
NTRK1	1	SH2B2	P04629	O14492	1	1
NXPH1	1	NRXN1	P58417	P58400	1	1
NXPH1	1	NRXN1	P58417	Q9ULB1	1	1
ARTN	1	GFRA3	Q5T4W7	O60609	1	1
JNK	1	JUN	SIGNOR-PF15	P05412	0	1
MAPK9	1	JUN	P45984	P05412	1	1
SLIT2	1	ROBO4	O94813	Q8WZ75	1	1
PTGER3	1	GNAI1	P43115	P63096	1	1
PTGER3	1	GNB3	P43115	P16520	1	1
MAPK9	1	JUN	P45984	P05412	1	1
SMAD6	-1	TGFBR1	O43541	P36897	1	1
TAOK2	1	MAP2K4	Q9UL54	P45985	1	1
TRAF2	1	MAP3K5	Q12933	Q99683	1	1
SMAD7	1	SMURF1	O15105	Q9HCE7	1	1
AKT1	1	MEF2C	P31749	Q06413	1	1
DYRK1A	1	SNCA	Q13627	P37840	1	1
LCK	1	LCK	P06239	P06239	1	1
AKT1	1	MEF2D	P31749	Q14814	1	1
SMURF1	-1	SMAD7	Q9HCE7	O15105	1	1
SH3RF1	1	MAP3K10	Q7Z6J0	Q02779	1	1
SH3RF1	1	MAP3K11	Q7Z6J0	Q16584	1	1
SH3RF1	1	MAP3K12	Q7Z6J0	Q12852	1	1
PPM1D	-1	MAPK14	O15297	Q16539	1	1
SMAD7	1	SMURF2	O15105	Q9HAU4	1	1
ZFYVE9	1	SMAD2	O95405	Q15796	1	1
MAP2K6	1	MAPK14	P52564	Q16539	1	1
GNAI3	-1	ADCY1	P08754	Q08828	1	1
ATM	1	TERF1	Q13315	P54274	1	1
MAP3K7	1	MAP3K7	O43318	O43318	1	1
MAPK14	1	SMAD3	Q16539	P84022	1	1
AFF4	form complex	AEP complex	Q9UHB7	SIGNOR-C117	1	0
RPS6KA5	1	ATF1	O75582	P18846	1	1
CDH15	1	CDON	P55291	Q4KMG0	1	1
LTK	1	CBL	P29376	P22681	1	1
NTRK1	1	FRS2	P04629	Q8WU20	1	1
PPP2CA	-1	MAPK3	P67775	P27361	1	1
RARA	1	RXRA	P10276	P19793	1	1
SMURF1	-1	TGFBR2	Q9HCE7	P37173	1	1
ROCK2	1	DPYSL2	O75116	Q16555	1	1
AKT2	1	BMI1	P31751	P35226	1	1
CDK5	1	SRC	Q00535	P12931	1	1
SMAD7	-1	TGFBR1	O15105	P36897	1	1
MAP3K7	1	MAP2K6	O43318	P52564	1	1
SMARCAD1	1	HDAC1	Q9H4L7	Q13547	1	1
AXIN1	form complex	GSK3B/Axin/APC	O15169	SIGNOR-C110	1	0
